"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",0,0.874154840198454,0.792240560305782,0.628428111304715,0.563594962775226,0.769388017816225,0.86730234907805,0.770921912977988,0.890588390154008,0.86561064470141,0.722160860945908,0.892220613400026,0.687068127035142,0.953975654522057,0.952483200741485,0.960747663551402,0.914655965443225,0.963181604249311,0.957632398753894,0.911944130635719
"2",0.874154840198454,0,0.816916206987129,0.923101067168864,0.87037037037037,0.629527599224569,0.856669169169169,0.746913580246914,0.382020518170753,0.626407198158611,0.436868686868687,0.412676056338028,0.751103290318977,0.272009029345373,0.721354963779206,0.398305084745763,0.417040911572533,0.449640287769784,0.453271028037383,0.41682268348935
"3",0.792240560305782,0.816916206987129,0,0.611972592859719,0.552580438353969,0.703573452122775,0.444392530828701,0.518795625178604,0.802467285985416,0.715783147012862,0.789839888244144,0.913734891619219,0.67161943882845,0.748368367406838,0.787234042553192,0.932203389830508,0.661095429359611,0.879237035903192,0.928072733700095,0.718031849946744
"4",0.628428111304715,0.923101067168864,0.611972592859719,0,0.507768361581921,0.883597142456927,0.681764391510154,0.553858570807723,0.904690857006445,0.894915254237288,0.675205444273241,0.88169014084507,0.669874990413375,0.966669217329201,0.966101694915254,0.932203389830508,0.897599877495426,0.937223102873633,0.967368921273562,0.704867448935245
"5",0.563594962775226,0.87037037037037,0.552580438353969,0.507768361581921,0,0.833461736004109,0.6365952817224,0.670640094368908,0.890666030078778,0.785593220338983,0.641820749871597,0.871651945571736,0.479129917938492,0.889036614760684,0.868749124527245,0.932203389830509,0.821314586909741,0.938325610697882,0.944545646549448,0.796652076736823
"6",0.769388017816225,0.629527599224569,0.703573452122775,0.883597142456927,0.833461736004109,0,0.584813118904028,0.884297520661157,0.358815426997245,0.399140869402811,0.681818181818182,0.601940014744112,0.733511586452763,0.464003880379829,0.683195592286501,0.652472335060933,0.361478879051178,0.662167786432011,0.662701784197111,0.657875457875458
"7",0.86730234907805,0.856669169169169,0.444392530828701,0.681764391510154,0.6365952817224,0.584813118904028,0,0.718685031185031,0.716715835553864,0.671598717361429,0.785626535626536,0.864826798629616,0.664982573070808,0.727582972362882,0.863175675675676,0.864635822262941,0.563866291398389,0.846101497180634,0.901279784457355,0.734886397386397
"8",0.770921912977988,0.746913580246914,0.518795625178604,0.553858570807723,0.670640094368908,0.884297520661157,0.718685031185031,0,0.883802816901408,0.607338424287577,0.806818181818182,0.938028169014084,0.765567765567766,0.930022573363431,0.624315078860533,0.949152542372881,0.90931845140119,0.925659472422062,0.951713395638629,0.6
"9",0.890588390154008,0.382020518170753,0.802467285985416,0.904690857006445,0.890666030078778,0.358815426997245,0.716715835553864,0.883802816901408,0,0.58160658868465,0.495945369184806,0.409859154929577,0.748342999171499,0.246113248338791,0.696455593062507,0.435724516591072,0.321135801973036,0.453161414530347,0.443179325172217,0.641262962389723
"10",0.86561064470141,0.626407198158611,0.715783147012862,0.894915254237288,0.785593220338983,0.399140869402811,0.671598717361429,0.607338424287577,0.58160658868465,0,0.607794042116076,0.66287896872762,0.639266814939796,0.576324750353905,0.635355091749545,0.691525423728813,0.545607969244904,0.666463439417957,0.696103278948202,0.528031290743155
"11",0.722160860945908,0.436868686868687,0.789839888244144,0.675205444273241,0.641820749871597,0.681818181818182,0.785626535626536,0.806818181818182,0.495945369184806,0.607794042116076,0,0.393256508749467,0.629404908816673,0.428090156645461,0.864325068870523,0.377182845403184,0.532145636104267,0.390860039241334,0.42268479184367,0.560531135531135
"12",0.892220613400026,0.412676056338028,0.913734891619219,0.88169014084507,0.871651945571736,0.601940014744112,0.864826798629616,0.938028169014084,0.409859154929577,0.66287896872762,0.393256508749467,0,0.831005034733287,0.348901535624583,0.847864043766733,0.199809023633325,0.454091740169978,0.259803424865741,0.264490369005309,0.630552546045504
"13",0.687068127035142,0.751103290318977,0.67161943882845,0.669874990413375,0.479129917938492,0.733511586452763,0.664982573070808,0.765567765567766,0.748342999171499,0.639266814939796,0.629404908816673,0.831005034733287,0,0.746718690949205,0.792247859092779,0.824679806733645,0.679804545542567,0.82212962661545,0.854167547680467,0.655074337427279
"14",0.953975654522057,0.272009029345373,0.748368367406838,0.966669217329201,0.889036614760684,0.464003880379829,0.727582972362882,0.930022573363431,0.246113248338791,0.576324750353905,0.428090156645461,0.348901535624583,0.746718690949205,0,0.760908904352368,0.367869304051727,0.28328766064603,0.362732838559852,0.35622666188477,0.615736859077717
"15",0.952483200741485,0.721354963779206,0.787234042553192,0.966101694915254,0.868749124527245,0.683195592286501,0.863175675675676,0.624315078860533,0.696455593062507,0.635355091749545,0.864325068870523,0.847864043766733,0.792247859092779,0.760908904352368,0,0.859083905308867,0.776175711203594,0.813682937947163,0.798151437913545,0.699146308237217
"16",0.960747663551402,0.398305084745763,0.932203389830508,0.932203389830508,0.932203389830509,0.652472335060933,0.864635822262941,0.949152542372881,0.435724516591072,0.691525423728813,0.377182845403184,0.199809023633325,0.824679806733645,0.367869304051727,0.859083905308867,0,0.481926545612805,0.131731902613502,0.101694915254237,0.637064630284969
"17",0.914655965443225,0.417040911572533,0.661095429359611,0.897599877495426,0.821314586909741,0.361478879051178,0.563866291398389,0.90931845140119,0.321135801973036,0.545607969244904,0.532145636104267,0.454091740169978,0.679804545542567,0.28328766064603,0.776175711203594,0.481926545612805,0,0.525154199037346,0.553594997800205,0.614387609537396
"18",0.963181604249311,0.449640287769784,0.879237035903192,0.937223102873633,0.938325610697882,0.662167786432011,0.846101497180634,0.925659472422062,0.453161414530347,0.666463439417957,0.390860039241334,0.259803424865741,0.82212962661545,0.362732838559852,0.813682937947163,0.131731902613502,0.525154199037346,0,0.119915282727089,0.578599098742984
"19",0.957632398753894,0.453271028037383,0.928072733700095,0.967368921273562,0.944545646549448,0.662701784197111,0.901279784457355,0.951713395638629,0.443179325172217,0.696103278948202,0.42268479184367,0.264490369005309,0.854167547680467,0.35622666188477,0.798151437913545,0.101694915254237,0.553594997800205,0.119915282727089,0,0.641823285748519
"20",0.911944130635719,0.41682268348935,0.718031849946744,0.704867448935245,0.796652076736823,0.657875457875458,0.734886397386397,0.6,0.641262962389723,0.528031290743155,0.560531135531135,0.630552546045504,0.655074337427279,0.615736859077717,0.699146308237217,0.637064630284969,0.614387609537396,0.578599098742984,0.641823285748519,0
